"","X","Rank","Artist","Lyrics","Title","album_name","release_date","total_tracks","duration","track_number","album_single","chart","stanzas","year_chart","decade","m_l_dist","rep","rel","rel_prop"
"1528",395,"N/A","Dolly Parton","There are so many things that I don't understand 
And I search my mind to try to find an answer 
But the more I search the less I seem to find out why 
Like where where the wind goes, how does life begin 
What happens when we die 
The mystery of the mystery must stay unknown 
Only God can know and man must not see 
Great minds have tried but they will not find 
The answer to the mystery of the mystery 

Man will seek the mystic rails of the mystery 
But their silent halls reveal not a sound 
Many men will give their lives just to try to find 
The answer to a mystery in their mind 

The mystery of the mystery must stay unknown 
Only God can know and man must not see 
Great minds have tried but they will not find 
The answer to the mystery of the mystery","The Mystery Of The Mystery","Coat Of Many Colors",1971,10,146,5,"Album",0,2,1971,1970,232,0,"3",42.8571428571429
"1529",397,"N/A","Dolly Parton","I open up my door to greet the early morning sun 
Closing it behind me and away I do run 
To the meadow where the meadow lark is singing in the tree 
In the meadow I go walking in the early morning breeze 
I cup my hands to catch a multi-colored butterfly 
Perched upon the petals of flowers growing wild 
Freeing it I watch it as it flies away from me 
To visit with the flowers in the early morning breeze 

Rainbow colored flowers kissed with early morning sun 
The aster and the dahlia and wild geraniums 
Drops of morning due still linger on the iris leaves 
In the meadow where I'm walking in the early morning breeze 

Misty-eyed I look about the meadow where I stray 
For its there I find the courage to greet the coming day 
For there among the flowers I kneel gently to my knees 
To have a word with God in the early mornig breeze 

A rainbow colored meadow kissed with early morning sun 
The aster and the dahlia and wild geraniums 
Drops of morning due still linger on the iris leaves 
In the meadow where I'm walking in the early morning breeze","Early Morning Breeze","Coat Of Many Colors",1971,10,160,7,"Album",0,3,1971,1970,193.333333333333,0.333333333333333,"3",76.1904761904762
"1530",557,"N/A","Jerry Reed","I know there's a lotta talk going around today
About cigarette smoking whittling your life away
I've seen it and I've heard it so many times
That finally it just started to prey on my mind
I guess it scared me a little bit
That's why I decided I was gonna quit
So while I was sitting here forming my battle plan
I took another puff and turned on the fan
I just sat there in my easy chair
And thought of all the money I'd wasted on cigarettes all these years
I thought how I'd spend the rest of my days
After I kick this habit my body craves
Said to myself this ain't gonna be so tough
With that little bit of assurance
I took another puff

I took a puff, a puff, then I ripped off another puff
I decided I'd about had about enough
That breaking this habit won't be too tough

Now I've give a lot of thought to this thing
If I didn't smoke cigarettes I'd feel just like a king
Besides with the price going up every day
I knew I was just throwing all my good money away
You know I ain't lit one in an hour or so?
Top40db: The most accurate lyrics site on the net.
Just wanted to make sure I could quit you know
I was thinking maybe I oughta write all this down
Put it in a song kinda circulate it around
Can't ever tell it might make a hit
And that redneck Hall did a little bit
Can you imagine me a hit songwriter!
Now where's... where'd I put that cigarette lighter?
After all it's a habit and a habit you can break
Just a little bit of willpower son that's all it takes
I said to myself you got to be tough!
And with that little bit of wisdom
I took another puff

I took a puff, and then a puff, then I finally ripped off another puff
And I decided boy this ain't gonna be tough
Besides I'd just about had enough
I'm about ready to quit this rotten habit anyway

Oh I think they ought to take it offa television
It looks too good! Ow!
I like them skinny ones with the filter
Oh give it to me! Give it to me!
Cigarettes... I say if I quit smoking what'll I do?
Maybe I'll eat
Yeah I'll eat cigarettes
Ah, I love it I love it I love it I love it I love it I love it
Chester B don't smoke, he smokes logs!
Makes you laugh funny too
Oh my throat's scratchin', oh
I wish I could think of something bad to say about cigarettes
Boo on cigarettes, don't smoke don't smoke don't smoke
You quit smoking that'll leave more for me!
I love it I love it, no I don't love cigarettes ya know
Don't misunderstand me I hate cigarettes
Makes ya cough, and when ya don't smoke it makes ya shake
I don't know what's worse, the shake or the cough
I think I'll make me a coughshake, oh!
Son did you ever smoke?
Oh I remember one time I quit smoking
I quit for three months
My wife left me
So did my children
She took my house and left
It was a mobile hom","Another Puff","Ko-Ko Joe",1971,10,150,2,"Album",0,4,1971,1970,662,0.166666666666667,"3",61.0687022900763
"1531",829,"N/A","Jerry Lee Lewis","Big legged woman
Keep your dresses down
You've got something baby
That'll make a fool dog a hound

Big legged mama
Haha
Keep your dresses down
I swear honey
You got somethin' up under there
Mmmmmmm, that makes me wanna
Lay it down a ha ha ha

Little break now
She rolls in her bedding
Like she rolls her biscuit dough
She lay down so easy
Till she got to have some more

Oh big legged mama
Ooh, keep your dresses down
Don't stop me now mama
You've got somethin' baby
Mmm, make a fool dog a hound

Well, yeah

Ooh, look who's callin', lookit here

Well, let me tell ya tell ya tell ya somethin'
What I'm talking' about
I bet my bottom dollar
There ain't a cherry in this house

Oh, big legged mama
Keep your dresses down
Mmm, if'n I don't stop drillin on ya baby
You're gonna lose your nightgown
It's a hit","Big Legged Woman","Waiting For A Train (All Around The Watertank)",1970,2,97,2,"Single",0,7,1971,1970,92.5714285714286,0.0952380952380952,"2",25.7142857142857
"1532",102,"N/A","Jerry Reed","She understands me and she cares how I feel
And she's always there to hold my hand
And somehow she knows it when this old world's got me down
Yes she she understands her man

'Cause we've seen the rain and the sunshine together
And many times she's watched me stumble and fall
And she's always there by my side when I need her
Through the good through the bad through it all

And oh how it hurts me when all dreams don't come true
When I can't give her all the things I planned
But it ain't always easy and she knows that's life
Thank God for my woman she understands","She Understands Me","When You're Hot, You're Hot",1971,11,160,4,"Album",0,2,1971,1970,139,0,"1",56.6666666666667
"1533",243,"N/A","Loretta Lynn","I left our hometown for the weekend
On a big business deal
And I would close behind you
My excuse is sharp and drill
My only business is our pleasure
And I don't bother things I won't

'Cause we're playing house away from home
We're playing house away from home
Our names and faces are unknown
Everyone thinks that we're man and wife
We even wear our wedding rings
And we don't try to hide this thing
'Cause we're playing house away from home

We'll get up in the morning
I'll go my way and I'll go mine
And go home to act like strangers
And hope no one can tell
That we have left all the bills from actin' right and doin' wrong
'Cause we're playing house away from home

We're playing house away from home
We're playing house away from home
Our names and faces are unknown
Everyone thinks that we're man and wife
We even wear our wedding rings
And we don't try to hide this thing
'Cause we're playing house away from home

Yes, we're playing house away from home...","Playing House Away From Home","Lead Me On",1971,11,140,4,"Album",0,4,1971,1970,179.333333333333,0.166666666666667,"3",88.2352941176471
"1534",400,"N/A","Dolly Parton","There's a bit of magic in a simple little smile
Something that just makes life seem a little more worthwhile
And there's a world of meaning in the touch of someone's hand
A gentle touch that let's your brother know you understand
Oh if people would stop taking and just once try to give
We could make the world we're living in a better place to live
La la la la la la la la la la la la

And if we'd love one another instead of finding faults
We could afford the price of peace, love is all it costs
Oh wouldn't it be great to live and sing in harmony
Everybody take your brother's hand and sing my song with me

La la la la la la la la la la la la

All life has to offer that's what most folks desire
But offer nothing in return, 'cause they don't seem to care
And if we'd ask to be forgiven and be willing to forgive
We could make the world we're living in a better place to live
And if we'd all climb together, we could climb the highest hill
We could make the world we're living in a better place to live

And if we'd love one another instead of finding faults
We could afford the price of peace, love is all it costs
Oh wouldn't it be great to live and sing in harmony
Everybody take your brother's hand and sing my song with me

La la la la la la la la la la la la","A Better Place To Live","Coat Of Many Colors",1971,10,197,10,"Album",0,5,1971,1970,253.6,0.1,"3",48.6486486486487
"1535",337,"N/A","Loretta Lynn","La la la la la la (Bobby McGee)
La la la la la la (Bobby McGee)
La la la la la la (Bobby McGee)
La la la la la la me and Bobby McGee

Busted flat in Baton Rouge
Headin' for the trains
Feelin' nearly faded as my jeans
Bobby thumbed a diesel down
Just before it rained
Took us all the way to New Orleans.

I pulled my ol' har'poon out of my dirty red bandana
And was blowin' sad while Bobby sang the blues
With those windshield whipers slappin' time
I was holdin' Bobby's hand in mine
We sang every song that driver knew.

Freedom's just another word for nothin' left to lose
Nothin' ain't worth nothin' but it's free
Feeling good was easy Lord when Bobby sang the blues
Feeling good was good enough for me
Good enough for me and Bobby McGee.

La la la la la la (Bobby McGee)
La la la la la la (Bobby McGee)
La la la la la la (Bobby McGee)
La la la la la la me and Bobby McGee

From the coal mines of Kentucky to the California sun
Bobby shared the secrets of my soul
Standin' right beside me Lord through everything I done
Every night he kept me from the cold.

Then somewhere near Salinas Lord I let him slip away
Searching for the home I hope he'll find
And I'd give all of my tomorrows for a single yesterday
Holdin' Bobby's body close to mine

Freedom's just another word for nothin' left to lose
Nothin' ain't worth nothin' but it's free
Feeling good was easy Lord when Bobby sang the blues
Feeling good was good enough for me
Good enough for me and Bobby McGee.

La la la la la la (Bobby McGee)
La la la la la la (Bobby McGee)
La la la la la la (Bobby McGee)
La la la la la la me and Bobby McGee...","Me And Bobby McGee","I Wanna Be Free",1971,11,150,7,"Album",0,8,1971,1970,133.178571428571,0.107142857142857,"3",68.75
"1536",435,"N/A","Tammy Wynette","Sometimes, I wonder if he loves me like he used to
So many things bring doubt to my mind
It's only natural for a woman to sit and worry
And search for all the faults, she can find

Last night I waited up, it seemed forever
And I'm not even sure when he came in
To make things worse he never tried to wake me
And offered no excuse for where he'd been

But I'll see him through
For better, for worse, Lord knows it's true
'Cause I love him, I'll see him through
He gave me love when I needed it bad
He was the only thing on earth that I had
And that's the reason that I'll see him through

I'll see him through
He gave me love when I needed it bad
He was the only thing on earth that I had
And that's the reason that, I'll see him through
And that's the reason that, I'll see him through","I'll See Him Through","Tammy's Greatest Hits, Volume II",1971,11,171,8,"Album",0,3,1971,1970,138.666666666667,0,"1",44.8979591836735
"1537",340,"N/A","Loretta Lynn","I know I shouldn't bother you cause you asked me not to call
But tonight I'm not responsible for what I do at all
You're drivin' me out of my mind is that what you want to do
Well do me a little favor and drive you out of my mind too

Drive you out of my mind erase the mem'ries of your touch
I don't believe I'm askin' for too much
You're drivin' me out of my mind and you know this is true
Well do me a little favor and drive you out of my mind too

Now don't tell me you don't have time cause the problems just can't wait
If I'll wait until tomorrow it just might be too late
You're drivin' me out of my mind by lovin' someone new
So do me a little favor and drive you out of my mind too

Drive you out of my mind...","Drive You Out Of My Mind","I Wanna Be Free",1971,11,146,10,"Album",0,3,1971,1970,168.333333333333,0.333333333333333,"3",54.7619047619048
"1538",261,"N/A","Johnny Paycheck","Somewhere in the darkened corners of my mind
Lived the memries of the love I had one time
There among the anxious from a burning yesterday
I can't find peace of mind because you touched my life one time

Because you touched my life one time and loved me for a day
I'm clinging to a dream come true because you passed my way

Precious are the moments that I spent with you
Treasured more than diamonds are those dreams we knew
Tender mem'ries linger from that day when you were mine
And I find peace of mind because you touched my life one time

Precious are the moments...
Yes I find peace of mind because you touched my life one time","You Touched My Life","She's All I Got",1971,11,173,2,"Album",0,3,1971,1970,114,0.333333333333333,"3",58.3333333333333
"1539",558,"N/A","Jerry Reed","In the early mornin' rain
With a dollar in my hand
And an aching in my heart
And my -pockets full of sand
I'm a long ways from home
And I missed my loved one so
In the early mornin' rain
With no place to go

Out on runway number nine
Big 707 set to go
Well I'm out here on the grass
Where the pavement never grows
Where the liquor tasted good
And the women all were fast
There she goes my friend
She's rolling out at last

Hear the mighty engines roar
See the silver wing on high
She's away and westward bound
For above the clouds she flies
Where the mornin' rain don't fall
And the sun always shines
She'll be flying over my home
In about three hours time

This ol' airport's got me down
It's no earthly good to me
'Cause I'm stuck here on the ground
Cold and drunk as I might be
Can't jump a jet plane
Like you can a freight train
So I best be on my way
In the early mornin' rain
So I best be on my way
In the early mornin' rain
So I best be on my way
In the early mornin' rain","Early Morning Rain","Ko-Ko Joe",1971,10,245,3,"Album",0,3,1971,1970,203.333333333333,0.333333333333333,"3",70.3703703703704
"1540",782,"N/A","Susan Raye","Save me from loneliness rescue me with your love
I'll be safe just as long as you keep me wrapped tightly in the arms of love
The arms of love are all I need around me
But I don't know what I'd do if you should go

So please give me what I dream of the kind of dream sent from above
I'll be satisfied as long as you keep me wrapped tightly in the arms of love
The arms of love are all...

Keep me in tightin'ness give me all your love
I won't cry a single tear if you'd keep me wrapped tightly in the arms of love
In the arms of love","In The Arms Of Love","Willy Jones",1971,10,148,2,"Album",0,2,1971,1970,125,0,"3",66.6666666666667
"1541",479,"N/A","The Statler Brothers","She came to me shortly after Christmas,
Said she hated spoiling New Year's Eve.
But the truth doesn't wait to come in season
And what we had feared was now believed
She said she'd leave come Monday morning,
Catch a plane if I'd split the fair.
She had friends who lived in New York City.
She'd look them up and have the baby there.

And now she's alone in New York City (New York City),
Living like ... Lord, I wonder how.
An angel in hell in New York City (New York City),
But I can't think about that now.

Honey, will you tell him Bible stories
And give him all the love I never could?
And never tell him too much 'bout his daddy
'Cause there's not too much to say that's good.
He'll have to learn it all from his mother:
How to count and say his A-B-C's.
But when you teach him prayers to say at bedtime,
Leave off ""God bless Daddy,"" won't you please?

And now they're alone in New York City (New York City),
Living like ... Lord, I wonder how.
Two angels in hell in New York City (New York City),
But I can't think about that now.
I can't think about that now.","New York City","Bed Of Rose's",1970,11,145,2,"Album",0,3,1971,1970,176,0.333333333333333,"1",48.6486486486487
"1542",250,"N/A","Loretta Lynn","I gotta get up and get some loving done
My life's so poor, ain't been much fun
I found myself a woman and I know she's the one
And I gotta get up and get me some loving done

I've been doin' without a good thing much too long
But you taught me to sing a brand new song
When I look at me I see a brand new different me
Let's gonna get up and get some loving done
Yeah, I've gotta get up...

Well, you know how to treat me like a woman
And satisfy my needs, 'cause you're all man
When I look at you I see it all belongs to me
So, I'm gonna get up and get some loving done

Get up and get some loving done
Our life's a gonna be a life more fun
Yeah, I found myself a good man
And he sure do turn me on

We're gonna get up and get some loving done
Get up and get some loving done...","Get Some Loving Done","Lead Me On",1971,11,150,11,"Album",0,4,1971,1970,128.5,0.166666666666667,"3",78.7878787878788
"1543",246,"N/A","Loretta Lynn","Well, I used think the color of love would be a rosy red or a pretty pink
And I thought it would be a thirsty man crawlin' home to get a big old drink
And I thought love was spelled like a bell B-E-double L bell that you ring
Stead of wham bam hit your man with a pan
Hit him on the head hear the birdies sing

Oh, you heart breakin' love makin' cut me-a-piece-of-bacon man of mine
And you money shiftin' flour siftin' nose liftin' rose of woman kind
Just keep on doin' what you're doin' and what you're doin' suits me just fine
And love I tell you somethin' else you blow my mind

Well, I used to think the color of love would be a soft green like a pea in a pod
And I thought love would strike like a light flashin' down a big old lightnin' rod
And I thought love was spelled W-E-double L well that would never run dry
Instead of choke choke I'm so broke and dry I can't afford a little bitty tear to cry

Oh, you money turnin' egg churnin' butter burnin' baby of mine
You half crazy lean and lazy pretty as a wilted daisy man of mine
Just keep on doin' what you're doin' and what you're doin' suits me just fine
And love I tell you somethin' else you blow my mind

You blow my mind, you blow my mind
You blow my mind, you blow my mind...","You Blow My Mind","Lead Me On",1971,11,135,7,"Album",0,4,1971,1970,230.333333333333,0.166666666666667,"3",40.4255319148936
"1544",211,"N/A"," Dolly Parton","An old man was sitting at his table one day 
Writing a letter to pass time away 
His little granddaughter climbed up on his knee 
Saying won't you please write a letter for me 
Oh what must I say in this letter I pray 
Tell mommy I miss her since she went away 
I coming to see her real soon I hope 
He choked back a big lump that rose in his throat 

He sealed it and wrote on that big envelope 
To God up in heaven you'll get it I hope 
He stamped it and handed it to her to mail 
Her big eyes were shining her little face pale 

She was crossing the street to the box o'er the way 
And when she stepped out never looked either way 
A big auto hit her and sped away fast 
The little girls prayers had been answered at last 

The postman was passing and picked up the note 
Addressed to the Master and these words he spoke 
Straight up into heaven this letter did go 
She's happy up there with her mommy I know","Letter To Heaven","Joshua",1971,10,168,10,"Album",0,3,1971,1970,214,0.333333333333333,"1",65.7142857142857
"1545",228,"N/A","Johnny Cash","Look for me there in the morning
When the clay of worthless ground
Is baked into the brick to build the church
That doesn't mind to wait with patience till it's found

He said children look for me look for me
Look for me late in the evening when the honey bear is lost
And hears a buzz of honey bees that leads him on and feeds him
Till his hunger feels at home he said children look for me look for me

Look for me look for me love will be there beside you
Love will be there to guide you look for me
He said help me to help you to help yourself to me
He said children look for love look for me

Look for me there in the hand
That drops a penny in the cup
And in the hand that lends its strength
To help the lonely through the night and lift the beggar up

He said children look for me look for me
Look for me there in the chill of dawn and in the newborn eyes
Of a baby left discarded by a girl we could offer nothing more
Than a small back alley prayer he said children look for me look for me

Look for me look for me love will be there beside you
Love will be there to guide you look for me
He said help me to help you to help yourself to me
He said children look for love look for me","Look For Me","Man In Black",1971,10,136,8,"Album",0,5,1971,1970,121.5,0.1,"3",49.0196078431373
"1546",262,"N/A","Johnny Paycheck","Love sure is beautiful where you're concerned
Nothing but happiness wherever I turn
Life sure is wonderful and this much I've learned
Love sure is beautiful where you're concerned

I never knew till I met you how easy love could come
To a heart that was so sure it would have no one
Now my heart and arms are filled with your love every day
And if a heart could talk at all you would hear mine say

Love sure is beautiful...
Love sure is beautiful where you're concerned","Love Sure Is Beautiful","She's All I Got",1971,11,177,3,"Album",0,2,1971,1970,113,0,"2",42.8571428571429
"1547",577,"N/A","Susan Raye","Sometimes when I am lonely
I get to thinking 'bout the places that I've been
I turn around in the same old direction, once again
I'm going home on a midnight train

When I left you was the middle of the winter
The ground was covered by a cold, cold snow
My heart was young and I was searching but in vain
I'm going home on a midnight train

Home is not just a place where you are living
Home means more when you've got no place to go
And when you're down and need someone to stand beside you
Turn around and go on home

When you're down and need someone to stand beside you
Turn around and go on home...","(I'm Goin') Home","Pitty, Pitty, Patter",1971,10,139,2,"Album",0,3,1971,1970,118,0.333333333333333,"3",47.3684210526316
"1548",165,"N/A","Lynn Anderson","Almost heaven West Virginia Blue Ridge Mountains Shenandoah River
Life is old there older than the trees younger than the mountains blowin' like a breeze
Country roads take me home to the place I belong
West Virginia mountain mama take me home country roads

All my mem'ries gather round her miner's lady stranger to blue water
Dark and dusty painted on the sky misty taste of moonshine teardrop in my eye
Country roads take me home...

I hear his voice in the mornin' as he calls me
The radio reminds me of my home far away
Drivin' down the road I get a feelin' that I should have been
Home yesterday yesterday
Country roads take me home...
Country roads take me home...","Take Me Home Country Roads","How Can I Unlove You",1971,11,154,7,"Album",0,2,1971,1970,182,0,"3",82.3529411764706
"1549",106,"N/A","Jerry Reed","Who's that sneakin' down the fire escape
Who's that peekin' through the garden gate
Who's on the loose, but can't be found
Big Daddy's Alabama bound

Big Daddy's Alabama bound
Big Daddy's Alabama bound
Police is searchin' but he can't be found
Big Daddy's Alabama bound

Somebody ran off with the Mayor's wife
Somebody tried to take the Police Chief's life
Somebody stole the Judge's ragged old gown
Big Daddy's Alabamy bound

Big Daddy's Alabama bound
Big Daddy's Alabama bound
Police is searchin' but he can't be found
Big Daddy's Alabama bound

Highway patrol and the F.B.I.
Is out huntin' this criminal
They got their hound dogs sniffin' the ground
Big Daddy's Alabamy bound

Big Daddy's Alabama bound
Big Daddy's Alabama bound
Police is searchin' but he can't be found
Big Daddy's Alabama bound","Big Daddy","When You're Hot, You're Hot",1971,11,150,8,"Album",0,5,1971,1970,64.2,0.3,"1",45.4545454545455
"1550",225,"N/A","Johnny Cash","A broken man moves slowly down the sidewalk 
Humbled by the favours he must seek 
From those that he encounters on his walk through misery 
Who are rich enough to hurt just as they please 
If not for love I could be one of these 

An old man on a park bench stares with envy 
At a couple with their children on their knees 
While across the park a young man is caught by the police 
Stealin' for a habit he must feed 
And if not for love I could be one of these 

I could be one of these or so many many more 
Always at the beck and call of shame 
I'm thankful I was called by love to walk among the happy 
But if not for you love wouldn't know my name 

A man of squander talents vainly calls on 
His gift of God now straining through his soul 
While in the crowd before him a jealous friend awaits 
The moments that he can no longer please 
And if not for love I could be one of these 

I could be one of these or so many many more 
Always at the beck and call of shame 
I'm thankful I was called by love to walk among the happy 
But if not for you love wouldn't know my name 
Yes if not for love I could be one of these","If Not For Love","Man In Black",1971,10,184,4,"Album",0,4,1971,1970,132.833333333333,0.166666666666667,"3",35.2941176470588
"1551",162,"N/A","Loretta Lynn","Well, I said friend don't take him he's all I got
Please don't take his love away from me
I'm a beggin' you friend don't take him he's all I got
He's everything in life I'll ever need.

He is life when I wanna live he's everything to me in life that life can give
He's my water when I need to drink
He's the first thought in my mind each time I try to think
Let me tell you now friend don't take him he's all I got
Please don't take his love away from me
I'm a beggin' you friend don't take him he's all I got
He's everything in life I'll ever need.

He's my fingers when I wanna feel
He's the only thing in life to me that's really real
He is love, all the love I know
He can kiss the ground in the wintertime and make the flowers grow
Let me tell you now friend don't take him he's all I got
Please don't take his love away from me
I'm a beggin' you friend don't take him he's all I got
He's everything in life I'll ever need.

Hear me talkin' now now friend
Don't take him he's all I got
I'm a beggin' you friend
Don't take him he's all I got...","He's All I Got","One's On The Way",1972,11,168,7,"Album",0,3,1972,1970,178.333333333333,0.333333333333333,"3",43.8356164383562
"1552",401,"N/A","Lynn Anderson","If I listened long enough to you I'd find the way to believe that it's all true
Knowing that you lied straight faced while I cried
Still I looked to find the reason to believe
Someone like you makes it hard to live without somebody else
Someone like you makes it easy to give never thinking of myself

If you took the time to change my mind I'd find the way to leave the past behind
Knowing that you lied straight faced while I cried
Still I looked to find the reason to believe
Someone like you makes it hard to live without somebody else
Someone like you makes it easy to give never thinking of myself

If I listened long enough to you...","Reason To Believe","Listen To A Country Song",1972,11,161,2,"Album",0,2,1972,1970,270,0,"3",33.3333333333333
"1553",398,"N/A","Susan Raye","Oh the bells started ringing and the birds started singing
And the clock on the corner struck two
Thunder started crashing and the lightning started flashing
And I knew I was fallin' for you

I was standing on the corner when I knew that I was a goner
The first time you came into view
Well my knees started knocking and my head started rocking
And I knew I was fallin' for you
Oh the bells started ringing...

Well you scared me half to death I could hardly catch a breath
Your smile made my heart go boom
I was almost paralyzed when I looked into your eyes
And I knew I was fallin' for you
Oh the bells started ringing...
And then I knew I was fallin' for you","Falling For You","I've Got A Happy Heart",1972,10,147,8,"Album",0,2,1972,1970,160,0,"3",69.2307692307692
"1554",399,"N/A","Susan Raye","When the dawn brings a brand new day
I try to force myself to say I'm finally over you
But sunshine doesn't mean a thing
I spent my time remembering the things we used to do

Yes, you're gone and there's no way
To go back to yesterday
And I don't know what I'll do
Without you

I've told myself a million times
I've got to get you off my mind but I never do
And so I'll spend another day
Remembering my life away and missing you

Yes, you're gone and there's no way
To go back to yesterday
And I don't know what I'll do
Without you

Without you...","Without You","I've Got A Happy Heart",1972,10,114,9,"Album",0,4,1972,1970,127.166666666667,0.166666666666667,"3",56.6666666666667
"1555",519,"N/A","Tom T. Hall","The first strange town I was ever in
The county was hangin' a man
Nobody cared if he lived or died
And I just didn't understand

So I washed my face in the morning dew
Bathed my soul in the sun
Washed my face in the morning dew
And kept on movin' along

The second strange town I was in
They were laughing at a poor crippled man
Begging for nickels and dimes on the street
And I just didn't understand


The third strange town that I was in
Was settled, peaceful and nice
The rich got richer and the poor got poorer
And to me it just didn't seem right

Some day things are bound to change
It can't be very far
And each injustice I have seen
Will come before the bar

Then I'll wash my face in the morning dew
Bathe my soul in the sun
Wash my face in the morning dew
And keep on movin' along","I Washed My Face In The Morning Dew","Tom T. Hall's Greatest Hits",1972,11,160,5,"Album",0,6,1972,1970,101.8,0.0666666666666667,"3",71.4285714285714
"1556",657,"N/A","Susan Raye","You'll be leaving in the morning
Long before the dawning sweeps away the black of night
But the sun that warms the empty mornigh sky
Will never warm this empty heart of mine
Through these lonely arms I search my mind
And hope somehow I'll find someway to keep you near
But I know that with the dawning you'll be gone
'Cause it's too late to keep from losing you

It's too late to keep from losing you
Tomorrow had to come someday I knew it would
And although our love was never meant
To last forever I confess I hope it could
All our bygones have gone by
And there's no time left now to try to make things up to you
But it really doesn't matter anymore
'Cause it's too late to keep from losing you

I guess that I'll be leaving soon
To get away from those who offer sympathy
There's no use in staying here
Where any love that's left will only be in memory
So tomorrow I must plan to start
Forgetting like I've always known I'd have to do
And turning I look back on yesterday
'Cause it's too late to keep from losing you...","It's Too Late To Keep From Losing You","My Heart Has A Mind Of Its Own",1972,10,120,7,"Album",0,2,1972,1970,235,0,"3",40.5405405405405
"1557",102,"N/A","Donna Fargo","Something tells me the green in the leaves on that tree hasn't changed
And I know that the pictures on that wall has been perfectly arranged
I look backwards and forewards and try to recaptured it all
This awareness of nothing is driving me straight up the wall

I can vaguely remember the rhythm of the sunshine and rain
When we learn that the happy goes only as deep as the pain
And making up made the pain of growing up were the fighting I'd recall
And we traded all this for this Ol' Awareness Of Nothing At All

On my face there's a space for the place where a smile used to live
And in my heart there's a beat that forgott that ever learned how to give
In the back of my mind there's a love I keep trying recall
But there's somewhere beneeth this Ol'Awareness Of Nothing At All

We try changing by cheating and I've got it all of the pain
But you can't feel the sun from the sunshine and not feel the wet from the rain
I'm in practice made perfect for thou were to train
This awareness of nothing for the blindfold of love any day

La la la
La la la
I look backwards and forewards and try to recapture it all
This awareness of nothing is driving me straight up the wall
La la la
La la la
La la la","The Awareness Of Nothing","The Happiest Girl In The Whole U.S.A.",1972,10,158,3,"Album",0,4,1972,1970,179,0.166666666666667,"3",53.125
"1558",191,"N/A","Johnny Cash","I promised you the day you marry me
I'll be everything to you that I should be
And while you're in the springtime of your years
You'll not know what it's like to shed a tear
I'll be the same through all that we go through
I promise you I promise you

I promise you for richer or for poorer
I'll more than share each pain that you endure
And when you're in the autumn of your years
You'll call me in the night and I'll be near
I love you and I'll let you know I do
I promise you I promise you

I promise you for better or for worse
I'll stand by you as I did at the first
And when you're in the winter of your years
I'll be right by your side to dry your tears
Yes I'll be the same through all that we go through
I promise you I promise you
I promise you I promise you","I Promise You","A Thing Called Love",1972,10,167,4,"Album",0,2,1972,1970,121,0,"2",45.7627118644068
"1559",403,"N/A","Lynn Anderson","Everybody's reaching out for someone everybody's knocking at some door
And long before I ever found you you're the one that I was reaching for

Just like the trees along the river band lift up the branches to the sun above
We spent our lifetime reaching for a friend cause everybody reach someone to love
Everybody's reaching out...

I wanted you since the day my life began
I've heard your footsteps running just beyond my mind
Ever since that moment I've been reaching for your hand
Hoping you'd be reaching out for mine
Everybody's reaching out...
You you're the one that I was reaching for","Everybody's Reaching Out For Someone","Listen To A Country Song",1972,11,156,4,"Album",0,2,1972,1970,164,0,"3",35.7142857142857
"1560",345,"N/A","Tanya Tucker","Well I said friend don't take him he's all I've got
Please don't take his love away from me
I'm a beggin' to you friend don't take him he's all I've got
He's everything in life I'll ever need

He is life oh when I wanna live he's everything to me in life that life can give
He's my water oh when I need to drink
He's the first thought in my mind each time I try to think
Let me tell you now friend...

He's my fingers when I want to feel he's the only thing in life to me that's really real
He is love he's all the love I know
He could kiss the ground in the wintertime and make a flower grow
Let me tell you now friend...","He's All I Got","Delta Dawn",1972,11,138,5,"Album",0,2,1972,1970,160,0,"3",46.1538461538462
"1561",420,"N/A","Glen Campbell","It's a lesson too late for the learning
Made of sand, made of sand
In the wink of an eye my soul is turnin'
In your hand, in your hand
Are you going away
With no word of farewell
Will there be not a trace left behind
Oh I could've loved you better
Didn't mean to be unkind
You know that was the last thing on my mind

As we walk along my thoughts are tumblin'
Round and round, round and round
Underneath our feet are someplace rumblin'
Underground, underground

Are you going away
With no word of farewell
Will there be not a trace left behind
Oh I could've loved you better
Didn't mean to be unkind
You know that was the last thing on my mind

I've got reasons a plenty for goin'
This I know, this I know
The weeds have been steadily growin'
Please don't go, please don't go

Are you going away
With no word of farewell
Will there be not a trace left behind
I could've loved you better
Didn't mean to be unkind
You know that was the last thing on my mind

Are you going away
With no word of farewell
Will there be not a trace left behind
Oh I could've loved you better
Didn't mean to be unkind
You know that was the last thing on my mind
You know that was the last thing on my mind","Last Thing On My Mind","Glen Travis Campbell",1972,10,200,10,"Album",0,5,1972,1970,155,0.1,"3",41.025641025641
